date,close,daily_returns,PE Ratio,Revenue_Amount(Millions),Interest Rate(%)
2012-03-31,2.3067272727272727,-0.0005910556225641204,44.0,$71,0.10417582417582417
2012-06-30,1.9115873015873017,-0.0034173557545049095,29.17,$82,0.1523076923076923
2012-09-30,1.767936507936508,-0.0012885124300752188,33.6,$79,0.14434782608695654
2012-12-31,1.4614516129032258,-0.0017488095970244906,35.5,$78,0.16119565217391305
2013-03-31,1.9298333333333335,0.007119229872372932,35.0,$73,0.14366666666666666
2013-06-30,1.94796875,-0.0004544577226373147,19.5,$81,0.11582417582417584
2013-09-30,1.939375,0.002781777332759843,19.0,$77,0.08521739130434783
2013-12-31,2.28890625,0.002777834465327183,20.62,$84,0.08554347826086957
2014-03-31,2.8913114754098364,0.0027789893245257847,22.07,$86,0.07222222222222222
2014-06-30,3.070793650793651,0.00023212656059188602,28.09,$102,0.09098901098901098
2014-09-30,3.15265625,0.0029512023480018357,33.45,$98,0.0891304347826087
2014-12-31,3.93125,0.00259551502548748,38.45,$106,0.10130434782608697
2015-03-31,4.733770491803279,0.003528887069867269,51.8,$102,0.11288888888888889
2015-06-30,6.020476190476191,0.006100635130840927,73.1,$196,0.1256043956043956
2015-09-30,6.13375,-0.007168698140664466,63.71,$215,0.13478260869565217
2015-12-31,3.91765625,-0.0035654512213151943,0.0,$206,0.16108695652173913
2016-03-31,3.3062295081967212,0.0011223190233799465,0.0,$178,0.3597802197802198
2016-06-30,3.51984375,-0.00234446085833364,0.0,$182,0.36934065934065935
2016-09-30,3.018125,-0.0005308521366607331,0.0,$195,0.39489130434782604
2016-12-31,3.227301587301587,0.005355347554044345,0.0,$199,0.44815217391304346
2017-03-31,4.604516129032258,0.004527273015731721,71.43,$182,0.698888888888889
2017-06-30,5.765714285714286,0.001727179103738719,89.67,$202,0.9473626373626375
2017-09-30,4.984444444444444,0.00017919689226955505,132.75,$198,1.1536956521739128
2017-12-31,5.078,-0.0011859138815137596,65.71,$207,1.2027777777777777
