Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,11.56,$631
2010-03-31,12.58,$619
2010-06-30,10.85,$689
2010-09-30,13.24,$688
2010-12-31,13.68,$738
2011-03-31,14.53,$795
2011-06-30,19.07,$880
2011-09-30,16.31,$895
2011-12-31,14.8,$885
2012-03-31,18.81,$964
2012-06-30,12.51,"$1,032"
2012-09-30,11.8,"$1,017"
2012-12-31,7.87,"$1,059"
2013-03-31,8.55,"$1,124"
2013-06-30,9.83,"$1,219"
2013-09-30,14.37,"$1,214"
2013-12-31,15.96,"$1,269"
2014-03-31,12.59,"$1,263"
2014-06-30,14.28,"$1,306"
2014-09-30,13.14,"$1,256"
2014-12-31,11.12,"$1,134"
2015-03-31,11.98,"$1,105"
2015-06-30,17.06,"$1,162"
2015-09-30,13.01,"$1,103"
2015-12-31,13.54,"$1,098"
2016-03-31,14.8,"$1,120"
2016-06-30,20.11,"$1,202"
2016-09-30,21.9,"$1,122"
2016-12-31,15.99,"$1,045"
2017-03-31,20.26,"$1,102"
2017-06-30,14.99,"$1,147"
2017-09-30,15.38,"$1,085"
2017-12-31,28.45,"$1,093"
2018-03-31,39.3,"$1,177"
2018-06-30,50.92,"$1,286"
2018-09-30,44.9,"$1,243"
2018-12-31,29.62,"$1,187"
2019-03-31,25.11,"$1,172"
2019-06-30,21.06,"$1,240"
2019-09-30,17.86,"$1,245"
2019-12-31,21.87,"$1,220"
2020-03-31,15.85,"$1,262"
2020-06-30,21.22,"$1,347"
2020-09-30,18.08,"$1,522"
2020-12-31,17.35,"$1,411"
2021-03-31,11.74,"$1,502"
2021-06-30,12.35,"$1,552"
2021-09-30,9.81,"$1,431"
2021-12-31,9.98,"$1,318"
2022-03-31,8.14,"$1,336"
2022-07-08,5.54,"$1,336"
