Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,15.8,"$3,400"
2010-03-31,16.11,"$2,478"
2010-06-30,12.69,"$3,208"
2010-09-30,14.17,"$3,401"
2010-12-31,15.69,"$4,139"
2011-03-31,13.17,"$3,860"
2011-06-30,10.26,"$4,641"
2011-09-30,7.27,"$4,626"
2011-12-31,7.03,"$4,921"
2012-03-31,9.02,"$4,472"
2012-06-30,7.41,"$4,452"
2012-09-30,7.44,"$4,118"
2012-12-31,9.64,"$4,292"
2013-03-31,11.52,"$3,922"
2013-06-30,11.22,"$4,525"
2013-09-30,13.75,"$4,266"
2013-12-31,14.1,"$4,588"
2014-03-31,14.35,"$4,406"
2014-06-30,14.52,"$4,835"
2014-09-30,11.89,"$4,890"
2014-12-31,12.89,"$5,090"
2015-03-31,12.05,"$4,709"
2015-06-30,11.24,"$5,015"
2015-09-30,9.55,"$4,620"
2015-12-31,9.34,"$4,766"
2016-03-31,12.2,"$4,291"
2016-06-30,12.97,"$4,528"
2016-09-30,15.81,"$4,187"
2016-12-31,14.24,"$4,503"
2017-03-31,14.97,"$4,589"
2017-06-30,15.94,"$5,078"
2017-09-30,14.95,"$5,285"
2017-12-31,26.19,"$5,476"
2018-03-31,25.93,"$5,570"
2018-06-30,18.76,"$6,132"
2018-09-30,16.65,"$5,943"
2018-12-31,9.2,"$6,126"
2019-03-31,9.36,"$6,004"
2019-06-30,9.64,"$6,221"
2019-09-30,9.41,"$5,768"
2019-12-31,11.63,"$5,578"
2020-03-31,9.38,"$5,011"
2020-06-30,14.71,"$3,852"
2020-09-30,19.08,"$5,118"
2020-12-31,18.25,"$5,830"
2021-03-31,19.85,"$6,092"
2021-06-30,15.95,"$6,111"
2021-09-30,14.46,"$5,968"
2021-12-31,14.75,"$5,850"
2022-03-31,15.15,"$6,385"
2022-07-08,14.92,"$6,385"
