Date,PE Ratio,Revenue_Amount(Millions)
2011-03-31,0.0,$49
2011-06-30,0.0,$58
2011-09-30,0.0,$58
2011-12-31,0.0,$39
2012-03-31,0.0,$30
2012-06-30,0.0,$27
2012-09-30,0.0,$50
2012-12-31,0.0,$306
2013-03-31,0.0,$562
2013-06-30,0.0,$405
2013-09-30,0.0,$431
2013-12-31,0.0,$615
2014-03-31,0.0,$621
2014-06-30,0.0,$769
2014-09-30,0.0,$852
2014-12-31,0.0,$957
2015-03-31,0.0,$940
2015-06-30,0.0,$955
2015-09-30,0.0,$937
2015-12-31,0.0,"$1,214"
2016-03-31,0.0,"$1,147"
2016-06-30,0.0,"$1,270"
2016-09-30,0.0,"$2,298"
2016-12-31,0.0,"$2,285"
2017-03-31,0.0,"$2,696"
2017-06-30,0.0,"$2,790"
2017-09-30,0.0,"$2,985"
2017-12-31,0.0,"$3,288"
2018-03-31,0.0,"$3,409"
2018-06-30,0.0,"$4,002"
2018-09-30,0.0,"$6,824"
2018-12-31,0.0,"$7,226"
2019-03-31,0.0,"$4,541"
2019-06-30,0.0,"$6,350"
2019-09-30,0.0,"$6,303"
2019-12-31,0.0,"$7,384"
2020-03-31,0.0,"$5,985"
2020-06-30,562.4,"$6,036"
2020-09-30,861.47,"$8,771"
2020-12-31,1127.27,"$10,744"
2021-03-31,667.93,"$10,389"
2021-06-30,354.01,"$11,958"
2021-09-30,250.96,"$13,757"
2021-12-31,215.67,"$17,719"
2022-03-31,146.21,"$18,756"
2022-07-08,102.07,"$18,756"
