Date,PE Ratio,Revenue_Amount(Millions)
2009-10-31,10.79,$815
2010-01-31,11.93,$820
2010-04-30,12.94,$813
2010-07-31,10.43,$850
2010-10-31,10.62,$857
2011-01-31,12.74,$825
2011-04-30,13.35,$884
2011-07-31,12.1,$847
2011-10-31,12.53,$857
2012-01-31,12.66,$895
2012-04-30,13.12,$936
2012-07-31,12.97,$889
2012-10-31,12.7,$867
2013-01-31,13.65,$916
2013-04-30,14.12,$965
2013-07-31,15.28,$880
2013-10-31,16.18,$999
2014-01-31,14.97,"$1,083"
2014-04-30,15.86,$624
2014-07-31,14.9,$939
2014-10-31,15.55,$978
2015-01-31,18.22,$959
2015-04-30,16.4,"$1,035"
2015-07-31,19.32,"$1,143"
2015-10-31,20.12,"$1,389"
2016-01-31,17.73,"$1,401"
2016-04-30,17.92,"$1,454"
2016-07-31,19.49,"$1,332"
2016-10-31,16.01,"$1,418"
2017-01-31,18.53,"$1,397"
2017-04-30,20.27,"$1,445"
2017-07-31,19.9,"$1,304"
2017-10-31,18.3,"$1,386"
2018-01-31,11.53,"$1,375"
2018-04-30,9.03,"$1,401"
2018-07-31,11.66,"$1,336"
2018-10-31,11.63,"$1,405"
2019-01-31,23.67,"$1,397"
2019-04-30,21.63,"$1,437"
2019-07-31,14.02,"$1,329"
2019-10-31,25.87,"$1,419"
2020-01-31,39.57,"$1,456"
2020-04-30,0.0,"$1,286"
2020-07-31,0.0,"$1,246"
2020-10-31,0.0,"$1,553"
2021-01-31,0.0,"$1,551"
2021-04-30,19.3,"$1,562"
2021-07-31,17.76,"$1,615"
2021-10-31,18.74,"$1,649"
2022-01-31,16.55,"$1,597"
2022-04-30,21.67,"$1,639"
2022-07-08,20.99,"$1,639"
