Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,15.53,"$1,847"
2010-03-31,17.91,"$1,639"
2010-06-30,15.49,"$1,982"
2010-09-30,15.92,"$2,027"
2010-12-31,18.71,"$2,064"
2011-03-31,17.35,"$2,324"
2011-06-30,16.12,"$2,403"
2011-09-30,8.84,"$2,495"
2011-12-31,12.21,"$2,751"
2012-03-31,11.49,"$2,617"
2012-06-30,9.55,"$2,801"
2012-09-30,10.41,"$2,657"
2012-12-31,11.04,"$2,758"
2013-03-31,10.85,"$2,678"
2013-06-30,11.14,"$2,829"
2013-09-30,14.11,"$2,415"
2013-12-31,12.85,"$2,674"
2014-03-31,13.01,"$2,580"
2014-06-30,14.17,"$2,661"
2014-09-30,13.53,"$2,421"
2014-12-31,10.48,"$2,677"
2015-03-31,11.41,"$2,254"
2015-06-30,16.02,"$1,868"
2015-09-30,88.37,"$1,559"
2015-12-31,0.0,"$1,420"
2016-03-31,0.0,"$1,206"
2016-06-30,0.0,"$1,055"
2016-09-30,0.0,$987
2016-12-31,300.59,"$1,046"
2017-03-31,68.42,"$1,154"
2017-06-30,46.78,"$1,243"
2017-09-30,33.67,"$1,303"
2017-12-31,29.6,"$1,589"
2018-03-31,30.57,"$1,866"
2018-06-30,27.97,"$1,788"
2018-09-30,21.28,"$1,899"
2018-12-31,12.65,"$2,105"
2019-03-31,16.66,"$1,872"
2019-06-30,14.65,"$1,918"
2019-09-30,13.85,"$1,764"
2019-12-31,16.41,"$1,741"
2020-03-31,0.0,"$1,762"
2020-06-30,0.0,"$1,241"
2020-09-30,0.0,"$1,013"
2020-12-31,0.0,"$1,131"
2021-03-31,98.97,"$1,182"
2021-06-30,26.59,"$1,529"
2021-09-30,14.44,"$1,754"
2021-12-31,10.97,"$2,057"
2022-03-31,11.64,"$2,367"
2022-07-08,10.19,"$2,367"
