Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,4.83,"$30,594"
2010-03-31,4.77,"$30,530"
2010-06-30,4.25,"$30,808"
2010-09-30,2.98,"$31,581"
2010-12-31,3.41,"$31,361"
2011-03-31,3.45,"$31,247"
2011-06-30,3.67,"$31,495"
2011-09-30,5.91,"$31,478"
2011-12-31,18.9,"$32,503"
2012-03-31,18.95,"$31,822"
2012-06-30,20.19,"$31,575"
2012-09-30,21.04,"$31,459"
2012-12-31,12.11,"$32,578"
2013-03-31,12.63,"$31,356"
2013-06-30,11.87,"$32,075"
2013-09-30,10.75,"$32,158"
2013-12-31,4.72,"$33,163"
2014-03-31,4.73,"$32,476"
2014-06-30,4.87,"$32,575"
2014-09-30,5.13,"$32,957"
2014-12-31,13.61,"$34,439"
2015-03-31,14.51,"$32,576"
2015-06-30,17.62,"$33,015"
2015-09-30,17.8,"$39,091"
2015-12-31,7.5,"$42,119"
2016-03-31,8.65,"$40,535"
2016-06-30,9.79,"$40,520"
2016-09-30,9.14,"$40,890"
2016-12-31,10.9,"$41,841"
2017-03-31,11.04,"$39,365"
2017-06-30,9.76,"$39,837"
2017-09-30,10.52,"$39,668"
2017-12-31,4.6,"$41,676"
2018-03-31,4.11,"$38,038"
2018-06-30,3.62,"$38,986"
2018-09-30,3.73,"$45,739"
2018-12-31,5.93,"$47,993"
2019-03-31,7.1,"$44,827"
2019-06-30,8.67,"$44,957"
2019-09-30,10.61,"$44,588"
2019-12-31,13.04,"$46,821"
2020-03-31,9.51,"$42,779"
2020-06-30,12.12,"$40,950"
2020-09-30,12.48,"$42,340"
2020-12-31,0.0,"$45,691"
2021-03-31,0.0,"$43,939"
2021-06-30,0.0,"$44,045"
2021-09-30,160.79,"$39,922"
2021-12-31,6.49,"$40,958"
2022-03-31,7.4,"$38,105"
2022-07-08,8.78,"$38,105"
