Date,PE Ratio,Revenue_Amount(Millions)
2012-03-31,44.05,$200
2012-06-30,28.43,$207
2012-09-30,33.08,$235
2012-12-31,27.27,$290
2013-03-31,26.6,$257
2013-06-30,28.8,$281
2013-09-30,30.35,$316
2013-12-31,34.52,$353
2014-03-31,23.77,$305
2014-06-30,29.21,$362
2014-09-30,25.27,$332
2014-12-31,14.84,$-96
2015-03-31,13.91,$211
2015-06-30,17.1,$251
2015-09-30,14.31,$233
2015-12-31,34.93,$126
2016-03-31,39.28,$244
2016-06-30,46.49,$281
2016-09-30,53.97,$306
2016-12-31,61.0,$422
2017-03-31,68.53,$366
2017-06-30,65.6,$374
2017-09-30,99.85,$404
2017-12-31,72.78,$489
2018-03-31,74.43,$464
2018-06-30,18.32,$473
2018-09-30,15.37,$497
2018-12-31,12.32,$404
2019-03-31,15.19,$576
2019-06-30,46.34,$656
2019-09-30,43.22,$699
2019-12-31,73.71,$293
2020-03-31,52.38,$605
2020-06-30,147.12,$592
2020-09-30,73.31,$732
2020-12-31,79.07,"$1,027"
2021-03-31,123.19,$966
2021-06-30,138.73,"$1,125"
2021-09-30,0.0,"$1,255"
2021-12-31,0.0,"$1,448"
2022-03-31,0.0,"$1,261"
2022-07-07,0.0,"$1,261"
