Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,20.59,$67
2010-03-31,21.53,$64
2010-06-30,18.07,$69
2010-09-30,18.55,$76
2010-12-31,16.37,$74
2011-03-31,17.51,$71
2011-06-30,16.74,$78
2011-09-30,14.1,$76
2011-12-31,14.29,$76
2012-03-31,15.81,$76
2012-06-30,17.39,$77
2012-09-30,18.67,$81
2012-12-31,21.76,$83
2013-03-31,20.68,$74
2013-06-30,26.69,$79
2013-09-30,26.13,$83
2013-12-31,24.13,$78
2014-03-31,24.05,$73
2014-06-30,25.44,$79
2014-09-30,30.71,$77
2014-12-31,48.46,$80
2015-03-31,50.08,$81
2015-06-30,41.41,$84
2015-09-30,38.15,$86
2015-12-31,41.16,$90
2016-03-31,33.58,$90
2016-06-30,34.69,$97
2016-09-30,37.61,$97
2016-12-31,41.27,$96
2017-03-31,27.92,$248
2017-06-30,65.84,$332
2017-09-30,120.68,$343
2017-12-31,64.86,$370
2018-03-31,360.57,$372
2018-06-30,73.23,$360
2018-09-30,70.51,$327
2018-12-31,173.96,$340
2019-03-31,94.6,$331
2019-06-30,117.17,$312
2019-09-30,47.22,$307
2019-12-31,39.81,$316
2020-03-31,49.94,$329
2020-06-30,47.75,$303
2020-09-30,48.35,$319
2020-12-31,53.22,$320
2021-03-31,47.34,$318
2021-06-30,43.14,$322
2021-09-30,46.31,$336
2021-12-31,50.07,$341
2022-03-31,109.14,$543
2022-07-08,80.41,$543
