Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,47.85,$191
2010-03-31,40.17,$176
2010-06-30,22.58,$181
2010-09-30,19.68,$172
2010-12-31,21.66,$184
2011-03-31,20.37,$183
2011-06-30,21.13,$183
2011-09-30,17.37,$173
2011-12-31,0.0,$186
2012-03-31,645.86,$194
2012-06-30,240.67,$190
2012-09-30,191.72,$182
2012-12-31,17.43,$201
2013-03-31,21.04,$187
2013-06-30,19.66,$193
2013-09-30,23.47,$179
2013-12-31,29.99,$203
2014-03-31,32.32,$182
2014-06-30,32.19,$188
2014-09-30,30.16,$175
2014-12-31,35.38,$195
2015-03-31,42.84,$178
2015-06-30,54.68,$181
2015-09-30,35.83,$169
2015-12-31,37.15,$191
2016-03-31,49.49,$181
2016-06-30,72.1,$193
2016-09-30,67.33,$185
2016-12-31,80.31,$204
2017-03-31,95.89,$187
2017-06-30,86.75,$197
2017-09-30,89.7,$190
2017-12-31,24.87,$223
2018-03-31,24.42,$202
2018-06-30,27.43,$213
2018-09-30,30.47,$202
2018-12-31,44.26,$242
2019-03-31,75.06,$218
2019-06-30,86.18,$238
2019-09-30,94.12,$234
2019-12-31,115.43,$265
2020-03-31,50.74,$214
2020-06-30,0.0,$158
2020-09-30,0.0,$238
2020-12-31,396.11,$253
2021-03-31,332.13,$233
2021-06-30,77.56,$255
2021-09-30,65.08,$249
2021-12-31,72.81,$274
2022-03-31,70.59,$242
2022-07-08,45.43,$242
