Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,9.46,"$2,209"
2010-03-31,12.02,"$1,935"
2010-06-30,11.06,"$1,966"
2010-09-30,13.68,"$2,061"
2010-12-31,13.79,"$2,324"
2011-03-31,12.73,"$2,225"
2011-06-30,15.18,"$2,428"
2011-09-30,14.45,"$2,296"
2011-12-31,15.75,"$2,799"
2012-03-31,17.63,"$2,550"
2012-06-30,23.39,"$2,659"
2012-09-30,20.96,"$2,792"
2012-12-31,22.43,"$3,110"
2013-03-31,24.8,"$2,732"
2013-06-30,21.02,"$2,869"
2013-09-30,19.81,"$2,903"
2013-12-31,21.75,"$3,262"
2014-03-31,19.44,"$2,954"
2014-06-30,21.56,"$3,205"
2014-09-30,18.75,"$3,087"
2014-12-31,16.83,"$2,626"
2015-03-31,16.18,"$2,235"
2015-06-30,17.0,"$2,380"
2015-09-30,17.78,"$2,294"
2015-12-31,19.05,"$2,295"
2016-03-31,22.72,"$2,059"
2016-06-30,25.56,"$2,209"
2016-09-30,23.1,"$2,414"
2016-12-31,19.94,"$1,938"
2017-03-31,17.43,"$2,537"
2017-06-30,20.59,"$2,701"
2017-09-30,22.6,"$2,774"
2017-12-31,0.0,"$2,364"
2018-03-31,0.0,"$2,655"
2018-06-30,0.0,"$2,693"
2018-09-30,0.0,"$2,331"
2018-12-31,15.23,"$1,607"
2019-03-31,16.38,"$2,405"
2019-06-30,14.66,"$2,509"
2019-09-30,13.67,"$2,508"
2019-12-31,17.74,"$2,889"
2020-03-31,11.89,"$2,290"
2020-06-30,15.61,"$1,848"
2020-09-30,17.71,"$2,117"
2020-12-31,18.55,"$2,976"
2021-03-31,17.6,"$2,199"
2021-06-30,18.04,"$2,389"
2021-09-30,17.43,"$2,416"
2021-12-31,14.53,"$2,492"
2022-03-31,14.85,"$2,498"
2022-07-08,15.21,"$2,498"
