Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,34.68,"$1,781"
2010-03-31,36.66,"$1,337"
2010-06-30,18.62,"$1,612"
2010-09-30,22.1,"$1,553"
2010-12-31,17.01,"$2,005"
2011-03-31,18.17,"$1,475"
2011-06-30,16.79,"$1,741"
2011-09-30,6.08,"$1,727"
2011-12-31,7.17,"$2,073"
2012-03-31,8.45,"$1,507"
2012-06-30,7.84,"$1,716"
2012-09-30,10.74,"$1,670"
2012-12-31,8.56,"$2,063"
2013-03-31,10.63,"$1,543"
2013-06-30,12.49,"$1,756"
2013-09-30,15.53,"$1,700"
2013-12-31,22.6,"$2,123"
2014-03-31,19.09,"$1,638"
2014-06-30,20.34,"$1,851"
2014-09-30,16.88,"$1,841"
2014-12-31,14.25,"$2,207"
2015-03-31,14.6,"$1,676"
2015-06-30,12.17,"$1,876"
2015-09-30,12.46,"$1,866"
2015-12-31,16.63,"$2,196"
2016-03-31,16.36,"$1,742"
2016-06-30,15.33,"$1,918"
2016-09-30,13.37,"$1,922"
2016-12-31,12.67,"$3,474"
2017-03-31,13.05,"$2,064"
2017-06-30,14.48,"$2,186"
2017-09-30,11.92,"$2,208"
2017-12-31,11.43,"$2,590"
2018-03-31,14.03,"$2,169"
2018-06-30,13.17,"$2,392"
2018-09-30,12.63,"$2,298"
2018-12-31,11.28,"$2,856"
2019-03-31,11.46,"$2,361"
2019-06-30,12.01,"$2,520"
2019-09-30,11.53,"$2,438"
2019-12-31,12.48,"$2,902"
2020-03-31,8.69,"$2,360"
2020-06-30,13.82,"$2,026"
2020-09-30,10.88,"$2,126"
2020-12-31,25.41,"$2,550"
2021-03-31,25.49,"$2,257"
2021-06-30,16.73,"$2,510"
2021-09-30,20.2,"$2,542"
2021-12-31,15.4,"$2,932"
2022-03-31,13.72,"$2,569"
2022-07-08,11.01,"$2,569"
