Date,PE Ratio,Revenue_Amount(Millions)
2011-09-30,3.35,"$36,719"
2011-12-31,3.39,"$37,990"
2012-03-31,5.75,"$37,759"
2012-06-30,5.43,"$37,614"
2012-09-30,6.59,"$37,576"
2012-12-31,7.61,"$39,307"
2013-03-31,7.39,"$36,884"
2013-06-30,9.33,"$39,075"
2013-09-30,11.99,"$38,983"
2013-12-31,13.44,"$40,485"
2014-03-31,14.67,"$37,408"
2014-06-30,23.98,"$39,649"
2014-09-30,16.35,"$39,255"
2014-12-31,17.04,"$39,617"
2015-03-31,14.14,"$35,712"
2015-06-30,10.06,"$38,180"
2015-09-30,9.07,"$38,843"
2015-12-31,4.73,"$22,990"
2016-03-31,3.98,"$37,265"
2016-06-30,3.1,"$37,383"
2016-09-30,3.15,"$38,889"
2016-12-31,5.08,"$35,647"
2017-03-31,4.83,"$37,266"
2017-06-30,5.43,"$36,984"
2017-09-30,18.68,"$33,623"
2017-12-31,0.0,"$37,715"
2018-03-31,0.0,"$36,099"
2018-06-30,0.0,"$36,760"
2018-09-30,65.78,"$35,791"
2018-12-31,5.73,"$38,399"
2019-03-31,5.65,"$34,878"
2019-06-30,5.93,"$36,060"
2019-09-30,5.96,"$35,473"
2019-12-31,7.89,"$30,826"
2020-03-31,6.35,"$32,709"
2020-06-30,24.1,"$16,778"
2020-09-30,13.27,"$35,480"
2020-12-31,9.64,"$37,518"
2021-03-31,9.3,"$32,474"
2021-06-30,6.85,"$34,167"
2021-09-30,7.05,"$26,779"
2021-12-31,8.74,"$33,584"
2022-03-31,7.25,"$35,979"
2022-07-08,5.36,"$35,979"
