Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,37.92,$464
2010-03-31,17.83,$444
2010-06-30,9.93,$586
2010-09-30,10.12,$637
2010-12-31,11.01,$530
2011-03-31,9.92,$498
2011-06-30,9.51,$643
2011-09-30,5.58,$703
2011-12-31,8.64,$633
2012-03-31,9.52,$533
2012-06-30,7.68,$668
2012-09-30,8.75,$744
2012-12-31,9.34,$582
2013-03-31,12.18,$564
2013-06-30,10.13,$749
2013-09-30,10.51,$839
2013-12-31,12.97,$645
2014-03-31,12.66,$602
2014-06-30,15.36,$819
2014-09-30,13.16,$906
2014-12-31,13.76,$706
2015-03-31,17.39,$643
2015-06-30,15.26,$885
2015-09-30,17.36,$963
2015-12-31,16.6,$745
2016-03-31,13.88,$683
2016-06-30,15.34,$923
2016-09-30,13.48,$999
2016-12-31,15.99,$790
2017-03-31,18.31,$709
2017-06-30,18.56,$958
2017-09-30,22.11,"$1,043"
2017-12-31,9.2,$843
2018-03-31,8.4,$758
2018-06-30,8.66,"$1,020"
2018-09-30,8.28,"$1,105"
2018-12-31,16.65,$919
2019-03-31,19.39,$726
2019-06-30,19.52,"$1,079"
2019-09-30,20.55,"$1,150"
2019-12-31,22.78,$928
2020-03-31,12.77,$822
2020-06-30,14.78,$987
2020-09-30,13.65,"$1,325"
2020-12-31,13.46,"$1,170"
2021-03-31,19.61,"$1,060"
2021-06-30,13.28,"$1,473"
2021-09-30,12.5,"$1,664"
2021-12-31,12.82,"$1,404"
2022-03-31,10.41,"$1,198"
2022-07-08,8.27,"$1,198"
