Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,30.44,"$6,674"
2010-03-31,25.86,"$6,775"
2010-06-30,19.36,"$6,820"
2010-09-30,21.4,"$7,286"
2010-12-31,22.64,"$8,440"
2011-03-31,21.56,"$8,575"
2011-06-30,17.36,"$9,026"
2011-09-30,16.73,"$9,720"
2011-12-31,20.71,"$10,584"
2012-03-31,19.49,"$10,645"
2012-06-30,17.25,"$11,807"
2012-09-30,23.7,"$13,304"
2012-12-31,21.94,"$10,283"
2013-03-31,23.77,"$12,951"
2013-06-30,25.49,"$13,107"
2013-09-30,23.84,"$13,754"
2013-12-31,29.48,"$15,707"
2014-03-31,29.2,"$15,420"
2014-06-30,30.2,"$15,955"
2014-09-30,30.86,"$16,523"
2014-12-31,25.23,"$18,103"
2015-03-31,26.18,"$17,258"
2015-06-30,25.56,"$17,727"
2015-09-30,27.98,"$18,675"
2015-12-31,33.94,"$21,329"
2016-03-31,32.14,"$20,257"
2016-06-30,27.26,"$21,500"
2016-09-30,29.42,"$22,451"
2016-12-31,28.47,"$26,064"
2017-03-31,28.7,"$24,750"
2017-06-30,33.75,"$26,010"
2017-09-30,32.6,"$27,772"
2017-12-31,58.65,"$32,323"
2018-03-31,44.02,"$31,146"
2018-06-30,48.9,"$32,657"
2018-09-30,45.41,"$33,740"
2018-12-31,23.91,"$39,276"
2019-03-31,29.52,"$36,339"
2019-06-30,21.86,"$38,944"
2019-09-30,26.2,"$40,499"
2019-12-31,27.23,"$46,075"
2020-03-31,23.45,"$41,159"
2020-06-30,31.19,"$38,297"
2020-09-30,28.32,"$46,173"
2020-12-31,29.86,"$56,898"
2021-03-31,27.46,"$55,314"
2021-06-30,26.47,"$61,880"
2021-09-30,25.75,"$65,118"
2021-12-31,25.81,"$75,325"
2022-03-31,25.16,"$68,011"
2022-07-08,21.59,"$68,011"
