Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,17.09,"$1,174"
2010-03-31,16.89,"$1,280"
2010-06-30,18.58,"$1,381"
2010-09-30,19.35,"$1,426"
2010-12-31,20.34,"$1,310"
2011-03-31,19.22,"$1,383"
2011-06-30,20.22,"$1,479"
2011-09-30,18.93,"$1,535"
2011-12-31,21.49,"$1,391"
2012-03-31,22.07,"$1,529"
2012-06-30,19.35,"$1,563"
2012-09-30,18.38,"$1,602"
2012-12-31,18.83,"$1,488"
2013-03-31,20.61,"$1,585"
2013-06-30,20.86,"$1,715"
2013-09-30,22.11,"$1,728"
2013-12-31,21.34,"$1,621"
2014-03-31,23.63,"$1,728"
2014-06-30,22.78,"$1,847"
2014-09-30,21.54,"$1,877"
2014-12-31,26.24,"$1,764"
2015-03-31,27.76,"$1,902"
2015-06-30,27.66,"$2,036"
2015-09-30,28.54,"$2,080"
2015-12-31,27.61,"$1,949"
2016-03-31,28.18,"$2,096"
2016-06-30,26.92,"$2,177"
2016-09-30,27.12,"$2,221"
2016-12-31,25.95,"$2,099"
2017-03-31,24.6,"$2,156"
2017-06-30,19.15,"$2,291"
2017-09-30,18.34,"$2,340"
2017-12-31,18.99,"$2,191"
2018-03-31,18.39,"$2,283"
2018-06-30,18.7,"$2,456"
2018-09-30,21.83,"$2,483"
2018-12-31,21.37,"$2,315"
2019-03-31,23.46,"$2,411"
2019-06-30,22.01,"$2,590"
2019-09-30,22.96,"$2,667"
2019-12-31,24.5,"$2,483"
2020-03-31,16.9,"$2,476"
2020-06-30,20.67,"$3,092"
2020-09-30,20.59,"$3,208"
2020-12-31,19.23,"$2,829"
2021-03-31,19.05,"$3,091"
2021-06-30,20.32,"$3,466"
2021-09-30,21.17,"$3,480"
2021-12-31,22.71,"$3,291"
2022-03-31,21.95,"$3,296"
2022-07-08,21.08,"$3,296"
