Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,13.26,"$27,091"
2010-03-31,19.2,"$26,913"
2010-06-30,59.17,"$26,773"
2010-09-30,124.8,"$26,484"
2010-12-31,15.92,"$26,395"
2011-03-31,13.55,"$26,990"
2011-06-30,9.6,"$27,536"
2011-09-30,8.92,"$27,913"
2011-12-31,28.67,"$28,436"
2012-03-31,25.32,"$28,242"
2012-06-30,27.75,"$28,552"
2012-09-30,26.92,"$29,007"
2012-12-31,90.01,"$30,045"
2013-03-31,80.18,"$29,420"
2013-06-30,61.47,"$29,786"
2013-09-30,40.9,"$30,279"
2013-12-31,8.28,"$31,065"
2014-03-31,7.25,"$30,818"
2014-06-30,7.17,"$31,483"
2014-09-30,7.23,"$31,586"
2014-12-31,13.11,"$33,192"
2015-03-31,14.55,"$31,984"
2015-06-30,13.93,"$32,224"
2015-09-30,12.63,"$33,158"
2015-12-31,7.8,"$34,254"
2016-03-31,9.16,"$32,171"
2016-06-30,11.91,"$30,532"
2016-09-30,11.52,"$30,937"
2016-12-31,12.79,"$32,340"
2017-03-31,12.67,"$29,814"
2017-06-30,9.03,"$30,548"
2017-09-30,10.14,"$31,717"
2017-12-31,5.82,"$33,955"
2018-03-31,5.13,"$31,772"
2018-06-30,5.51,"$32,203"
2018-09-30,5.69,"$32,607"
2018-12-31,12.64,"$34,281"
2019-03-31,13.05,"$32,128"
2019-06-30,12.91,"$32,071"
2019-09-30,13.57,"$32,894"
2019-12-31,11.67,"$34,775"
2020-03-31,10.83,"$31,610"
2020-06-30,10.79,"$30,447"
2020-09-30,12.31,"$31,543"
2020-12-31,12.63,"$34,692"
2021-03-31,11.89,"$32,867"
2021-06-30,10.93,"$33,764"
2021-09-30,9.66,"$32,915"
2021-12-31,9.4,"$34,067"
2022-03-31,9.65,"$33,554"
2022-07-08,9.8,"$33,554"
