Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,97.66,"$3,033"
2010-03-31,43.91,"$3,270"
2010-06-30,43.26,"$3,116"
2010-09-30,53.59,"$3,273"
2010-12-31,31.17,"$3,844"
2011-03-31,23.99,"$1,763"
2011-06-30,15.87,"$3,950"
2011-09-30,14.46,"$3,629"
2011-12-31,19.25,"$3,899"
2012-03-31,23.75,"$3,365"
2012-06-30,33.6,"$3,385"
2012-09-30,69.88,"$3,479"
2012-12-31,40.86,"$4,122"
2013-03-31,34.98,"$3,658"
2013-06-30,28.98,"$3,335"
2013-09-30,28.9,"$3,463"
2013-12-31,34.51,"$3,501"
2014-03-31,36.53,"$3,296"
2014-06-30,41.7,"$3,061"
2014-09-30,31.65,"$3,225"
2014-12-31,21.93,"$2,794"
2015-03-31,18.37,"$2,477"
2015-09-30,14.54,"$2,367"
2016-03-31,15.95,"$2,087"
2016-06-30,28.06,"$2,432"
2016-09-30,53.31,"$2,624"
2016-12-31,0.0,"$2,529"
2017-03-31,0.0,"$2,486"
2017-06-30,0.0,"$2,502"
2017-09-30,0.0,"$2,762"
2017-12-31,0.0,"$2,733"
2018-03-31,0.0,"$2,529"
2018-06-30,0.0,"$2,277"
2018-09-30,0.0,"$2,227"
2018-12-31,0.0,"$1,227"
2019-03-31,0.0,"$1,954"
2019-06-30,0.0,"$2,128"
2019-09-30,0.0,"$2,135"
2019-12-31,145.0,"$2,259"
2020-03-31,7.63,"$2,022"
2020-06-30,11.34,"$1,698"
2020-09-30,10.58,"$1,850"
2020-12-31,13.13,"$2,087"
2021-03-31,13.21,"$1,938"
2021-06-30,26.05,"$2,197"
2021-09-30,55.78,"$2,371"
2021-12-31,45.44,"$2,451"
2022-03-31,0.0,"$2,305"
2022-07-08,0.0,"$2,305"
