Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,11.61,$354
2010-03-31,14.11,$347
2010-06-30,11.61,$417
2010-09-30,12.85,$395
2010-12-31,12.9,$354
2011-03-31,15.08,$360
2011-06-30,15.75,$423
2011-09-30,15.38,$406
2011-12-31,17.42,$373
2012-03-31,19.69,$377
2012-06-30,20.53,$431
2012-09-30,21.61,$420
2012-12-31,21.18,$387
2013-03-31,19.09,$384
2013-06-30,19.12,$429
2013-09-30,16.16,$434
2013-12-31,23.45,$394
2014-03-31,29.95,$389
2014-06-30,23.68,$459
2014-09-30,28.24,$458
2014-12-31,25.26,$441
2015-03-31,32.71,$453
2015-06-30,30.81,$615
2015-09-30,30.31,$619
2015-12-31,28.01,$620
2016-03-31,31.02,$625
2016-06-30,37.91,$840
2016-09-30,41.08,$849
2016-12-31,32.62,$815
2017-03-31,34.19,$866
2017-06-30,45.69,"$1,169"
2017-09-30,49.35,"$1,163"
2017-12-31,20.53,"$1,090"
2018-03-31,18.22,"$1,065"
2018-06-30,16.19,"$1,220"
2018-09-30,19.85,"$1,204"
2018-12-31,0.0,"$1,137"
2019-03-31,0.0,"$1,103"
2019-06-30,411.55,"$1,274"
2019-09-30,0.0,"$1,271"
2019-12-31,232.86,"$1,179"
2020-03-31,59.32,"$1,173"
2020-06-30,37.72,"$1,227"
2020-09-30,23.55,"$1,328"
2020-12-31,14.49,"$1,279"
2021-03-31,12.84,"$1,270"
2021-06-30,17.18,"$1,433"
2021-09-30,15.64,"$1,457"
2021-12-31,30.67,"$1,402"
2022-03-31,20.32,"$1,404"
2022-07-08,23.88,"$1,404"
