Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,27.87,"$1,452"
2010-03-31,20.79,"$1,486"
2010-06-30,10.78,"$1,602"
2010-09-30,11.29,"$2,061"
2010-12-31,15.63,"$1,604"
2011-03-31,13.61,"$1,672"
2011-06-30,11.73,"$1,768"
2011-09-30,6.35,"$2,322"
2011-12-31,7.37,"$1,775"
2012-03-31,9.49,"$1,834"
2012-06-30,10.17,"$1,821"
2012-09-30,12.66,"$2,226"
2012-12-31,416.67,"$1,806"
2013-03-31,136.16,"$1,911"
2013-06-30,84.67,"$1,883"
2013-09-30,107.31,"$2,312"
2013-12-31,19.37,"$1,854"
2014-03-31,25.09,"$1,887"
2014-06-30,20.27,"$1,980"
2014-09-30,20.15,"$2,389"
2014-12-31,21.44,"$1,818"
2015-03-31,20.89,"$1,816"
2015-06-30,18.97,"$2,058"
2015-09-30,31.33,"$2,523"
2015-12-31,30.39,"$1,902"
2016-03-31,22.83,"$1,918"
2016-06-30,17.57,"$2,105"
2016-09-30,12.15,"$2,564"
2016-12-31,12.77,"$1,910"
2017-03-31,14.09,"$2,009"
2017-06-30,14.32,"$2,195"
2017-09-30,15.03,"$2,570"
2017-12-31,14.93,"$2,004"
2018-03-31,14.75,"$2,028"
2018-06-30,12.27,"$2,338"
2018-09-30,14.79,"$2,796"
2018-12-31,11.0,"$2,332"
2019-03-31,12.72,"$2,440"
2019-06-30,13.44,"$2,807"
2019-09-30,11.64,"$3,187"
2019-12-31,14.76,"$2,517"
2020-03-31,38.3,"$2,033"
2020-06-30,0.0,$176
2020-09-30,0.0,$-34
2020-12-31,0.0,$34
2021-03-31,0.0,$42
2021-06-30,0.0,$51
2021-09-30,0.0,$457
2021-12-31,0.0,$982
2022-03-31,0.0,"$1,059"
2022-07-08,0.0,"$1,059"
