Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,34.0,"$2,562"
2010-03-31,33.8,"$2,592"
2010-06-30,19.09,"$2,719"
2010-09-30,16.1,"$2,893"
2010-12-31,21.53,"$3,121"
2011-03-31,12.29,"$3,134"
2011-06-30,14.9,"$3,335"
2011-09-30,11.03,"$3,684"
2011-12-31,10.04,"$3,592"
2012-03-31,8.68,"$2,912"
2012-06-30,3.97,"$3,497"
2012-09-30,5.36,"$3,785"
2012-12-31,5.84,"$4,165"
2013-03-31,6.56,"$3,727"
2013-06-30,7.53,"$3,958"
2013-09-30,9.42,"$4,072"
2013-12-31,15.06,"$3,207"
2014-03-31,12.63,"$3,804"
2014-06-30,12.12,"$4,271"
2014-09-30,11.98,"$4,619"
2014-12-31,9.12,"$4,676"
2015-03-31,10.55,"$4,001"
2015-06-30,9.8,"$4,422"
2015-09-30,6.65,"$4,429"
2015-12-31,11.26,"$4,099"
2016-03-31,18.93,"$3,271"
2016-06-30,143.86,"$3,714"
2016-09-30,0.0,"$3,742"
2016-12-31,0.0,"$3,496"
2017-03-31,0.0,"$3,642"
2017-06-30,0.0,"$3,838"
2017-09-30,68.66,"$3,830"
2017-12-31,12.69,"$3,959"
2018-03-31,8.3,"$3,859"
2018-06-30,4.67,"$4,028"
2018-09-30,3.88,"$3,878"
2018-12-31,3.92,"$3,706"
2019-03-31,6.75,"$3,364"
2019-06-30,11.51,"$3,656"
2019-09-30,0.0,"$3,309"
2019-12-31,0.0,"$3,718"
2020-03-31,0.0,"$2,832"
2020-06-30,0.0,"$1,947"
2020-09-30,0.0,"$2,327"
2020-12-31,0.0,"$2,396"
2021-03-31,0.0,"$2,648"
2021-06-30,0.0,"$3,349"
2021-09-30,6.47,"$3,621"
2021-12-31,0.0,"$3,731"
2022-03-31,7.55,"$3,635"
2022-07-08,4.95,"$3,635"
