Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,21.47,$183
2010-03-31,23.0,$184
2010-06-30,19.07,$193
2010-09-30,22.54,$195
2010-12-31,22.52,$202
2011-03-31,24.23,$208
2011-06-30,21.93,$212
2011-09-30,21.61,$219
2011-12-31,23.09,$250
2012-03-31,27.51,$261
2012-06-30,24.43,$267
2012-09-30,28.11,$273
2012-12-31,27.45,$277
2013-03-31,26.84,$274
2013-06-30,25.2,$274
2013-09-30,25.65,$299
2013-12-31,32.96,$304
2014-03-31,34.48,$312
2014-06-30,34.63,$319
2014-09-30,129.81,$320
2014-12-31,79.4,$342
2015-03-31,80.41,$355
2015-06-30,76.27,$355
2015-09-30,30.93,$360
2015-12-31,35.68,$366
2016-03-31,36.11,$385
2016-06-30,39.41,$387
2016-09-30,36.64,$393
2016-12-31,31.33,$399
2017-03-31,33.37,$404
2017-06-30,35.15,$471
2017-09-30,39.29,$491
2017-12-31,38.85,$494
2018-03-31,43.14,$501
2018-06-30,40.76,$502
2018-09-30,36.92,$506
2018-12-31,31.77,$495
2019-03-31,23.68,$476
2019-06-30,24.03,$462
2019-09-30,21.3,$456
2019-12-31,25.76,$447
2020-03-31,21.71,$449
2020-06-30,20.96,$452
2020-09-30,16.76,$436
2020-12-31,20.06,$423
2021-03-31,19.28,$408
2021-06-30,25.14,$398
2021-09-30,25.09,$416
2021-12-31,27.96,$420
2022-03-31,41.68,$427
2022-07-08,40.34,$427
