Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,6.47,"$11,655"
2010-03-31,7.42,"$10,337"
2010-06-30,6.41,"$11,280"
2010-09-30,6.6,"$11,343"
2010-12-31,6.09,"$12,711"
2011-03-31,7.02,"$10,626"
2011-06-30,7.21,"$11,543"
2011-09-30,6.13,"$12,119"
2011-12-31,7.48,"$12,211"
2012-03-31,7.87,"$11,293"
2012-06-30,7.5,"$11,921"
2012-09-30,8.03,"$11,869"
2012-12-31,8.38,"$12,099"
2013-03-31,8.57,"$11,070"
2013-06-30,9.45,"$11,408"
2013-09-30,10.68,"$11,347"
2013-12-31,12.87,"$11,533"
2014-03-31,13.46,"$10,650"
2014-06-30,13.19,"$11,306"
2014-09-30,14.97,"$11,114"
2014-12-31,14.02,"$6,876"
2015-03-31,15.06,"$10,111"
2015-06-30,13.68,"$11,643"
2015-09-30,15.36,"$10,060"
2015-12-31,15.94,"$8,722"
2016-03-31,16.61,"$10,368"
2016-06-30,18.13,"$11,577"
2016-09-30,12.23,"$11,551"
2016-12-31,12.58,"$13,794"
2017-03-31,13.54,"$11,212"
2017-06-30,14.21,"$12,563"
2017-09-30,22.01,"$12,341"
2017-12-31,41.7,"$13,844"
2018-03-31,36.59,"$11,635"
2018-06-30,29.28,"$13,398"
2018-09-30,28.52,"$14,318"
2018-12-31,13.54,"$14,411"
2019-03-31,14.06,"$14,336"
2019-06-30,16.34,"$14,427"
2019-09-30,17.2,"$15,171"
2019-12-31,16.57,"$15,878"
2020-03-31,14.46,"$15,651"
2020-06-30,15.12,"$16,220"
2020-09-30,15.71,"$16,495"
2020-12-31,13.99,"$17,032"
2021-03-31,14.4,"$16,258"
2021-06-30,14.42,"$17,029"
2021-09-30,15.59,"$16,028"
2021-12-31,15.42,"$17,729"
2022-03-31,19.37,"$14,964"
2022-07-08,18.57,"$14,964"
