Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,9.98,"$2,090"
2010-03-31,10.91,"$1,943"
2010-06-30,10.58,"$1,859"
2010-09-30,11.38,"$2,105"
2010-12-31,12.72,"$2,083"
2011-03-31,12.3,"$2,363"
2011-06-30,12.6,"$2,272"
2011-09-30,11.58,"$2,405"
2011-12-31,11.83,"$2,366"
2012-03-31,12.43,"$1,947"
2012-06-30,13.16,"$1,783"
2012-09-30,14.81,"$2,126"
2012-12-31,16.39,"$2,078"
2013-03-31,15.8,"$2,202"
2013-06-30,13.47,"$1,954"
2013-09-30,13.05,"$2,116"
2013-12-31,13.1,"$2,101"
2014-03-31,13.72,"$2,632"
2014-06-30,14.32,"$2,054"
2014-09-30,16.17,"$2,169"
2014-12-31,15.61,"$2,081"
2015-03-31,14.24,"$2,385"
2015-06-30,14.01,"$2,140"
2015-09-30,11.79,"$2,253"
2015-12-31,0.0,"$2,136"
2016-03-31,0.0,"$1,857"
2016-06-30,0.0,"$2,135"
2016-09-30,0.0,"$2,786"
2016-12-31,160.33,"$2,667"
2017-03-31,68.16,"$2,562"
2017-06-30,42.17,"$2,392"
2017-09-30,24.51,"$2,587"
2017-12-31,14.3,"$2,833"
2018-03-31,11.86,"$2,709"
2018-06-30,12.88,"$2,476"
2018-09-30,11.26,"$2,416"
2018-12-31,9.64,"$2,953"
2019-03-31,11.67,"$2,623"
2019-06-30,12.13,"$2,521"
2019-09-30,13.58,"$2,374"
2019-12-31,14.18,"$2,471"
2020-03-31,11.62,"$2,549"
2020-06-30,11.13,"$2,229"
2020-09-30,10.69,"$2,398"
2020-12-31,10.43,"$2,528"
2021-03-31,23.66,"$2,670"
2021-06-30,28.9,"$2,591"
2021-09-30,30.39,"$2,574"
2021-12-31,30.24,"$2,847"
2022-03-31,21.17,"$2,764"
2022-07-08,19.67,"$2,764"
