Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,8.83,"$1,177"
2010-03-31,9.14,$935
2010-06-30,6.83,"$1,077"
2010-09-30,8.06,"$1,060"
2010-12-31,9.11,"$1,177"
2011-03-31,10.19,"$1,035"
2011-06-30,11.69,"$1,235"
2011-09-30,12.27,"$1,199"
2011-12-31,12.31,"$1,198"
2012-03-31,10.3,"$1,102"
2012-06-30,10.18,"$1,124"
2012-09-30,8.24,"$1,143"
2012-12-31,9.0,"$1,193"
2013-03-31,10.95,"$1,096"
2013-06-30,10.55,"$1,112"
2013-09-30,9.88,"$1,066"
2013-12-31,12.48,"$1,114"
2014-03-31,11.27,"$1,062"
2014-06-30,14.52,"$1,130"
2014-09-30,15.5,$655
2014-12-31,16.3,$537
2015-03-31,37.16,$651
2015-06-30,201.9,$673
2015-09-30,0.0,$560
2015-12-31,0.0,$495
2016-03-31,0.0,$611
2016-06-30,0.0,$645
2016-09-30,25.94,$611
2016-12-31,22.38,$485
2017-03-31,22.15,$611
2017-06-30,20.82,$638
2017-09-30,1179.09,$565
2017-12-31,0.0,$468
2018-03-31,0.0,$608
2018-06-30,0.0,$621
2018-09-30,23.65,$537
2018-12-31,20.51,$457
2019-03-31,29.23,$547
2019-06-30,0.0,$609
2019-09-30,0.0,$528
2019-12-31,0.0,$454
2020-03-31,0.0,$523
2020-06-30,18.82,$484
2020-09-30,21.86,$489
2020-12-31,29.35,$451
2021-03-31,37.0,$519
2021-06-30,25.42,$574
2021-09-30,16.92,$543
2021-12-31,22.66,$463
2022-03-31,16.83,$548
2022-07-08,16.49,$548
