Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,214.17,$590
2010-03-31,202.36,$493
2010-06-30,0.0,$736
2010-09-30,0.0,$743
2010-12-31,0.0,$586
2011-03-31,0.0,$487
2011-06-30,0.0,$702
2011-09-30,0.0,$761
2011-12-31,0.0,$615
2012-03-31,0.0,$536
2012-06-30,0.0,$694
2012-09-30,0.0,$729
2012-12-31,0.0,$608
2013-03-31,0.0,$538
2013-06-30,0.0,$739
2013-09-30,346.32,$814
2013-12-31,308.98,$680
2014-03-31,61.63,$574
2014-06-30,52.43,$791
2014-09-30,42.5,$874
2014-12-31,40.09,$755
2015-03-31,95.51,$631
2015-06-30,94.06,$895
2015-09-30,67.25,"$1,038"
2015-12-31,55.3,$857
2016-03-31,48.44,$755
2016-06-30,43.66,$957
2016-09-30,39.37,"$1,008"
2016-12-31,40.71,$873
2017-03-31,36.88,$787
2017-06-30,39.1,"$1,031"
2017-09-30,39.97,"$1,095"
2017-12-31,27.57,$977
2018-03-31,24.25,$854
2018-06-30,25.76,"$1,200"
2018-09-30,20.05,"$1,240"
2018-12-31,24.82,"$1,088"
2019-03-31,29.14,$997
2019-06-30,31.56,"$1,328"
2019-09-30,32.67,"$1,419"
2019-12-31,30.3,"$1,186"
2020-03-31,22.95,"$1,049"
2020-06-30,24.16,"$1,323"
2020-09-30,29.09,"$1,310"
2020-12-31,33.36,"$1,175"
2021-03-31,32.49,"$1,068"
2021-06-30,34.38,"$1,361"
2021-09-30,34.73,"$1,517"
2021-12-31,41.24,"$1,606"
2022-03-31,40.72,"$1,541"
2022-07-08,32.54,"$1,541"
