Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,19.63,$114
2010-03-31,21.94,$116
2010-06-30,19.66,$127
2010-09-30,20.18,$127
2010-12-31,20.16,$129
2011-03-31,21.17,$128
2011-06-30,18.22,$137
2011-09-30,15.54,$133
2011-12-31,15.76,$131
2012-03-31,15.38,$135
2012-06-30,16.04,$140
2012-09-30,15.6,$135
2012-12-31,17.17,$136
2013-03-31,16.62,$134
2013-06-30,16.86,$134
2013-09-30,16.21,$131
2013-12-31,22.17,$183
2014-03-31,28.03,$224
2014-06-30,24.16,$227
2014-09-30,25.03,$217
2014-12-31,26.2,$203
2015-03-31,22.16,$188
2015-06-30,19.46,$192
2015-09-30,21.14,$183
2015-12-31,19.14,$175
2016-03-31,21.66,$163
2016-06-30,22.25,$161
2016-09-30,24.85,$149
2016-12-31,28.4,$140
2017-03-31,28.0,$130
2017-06-30,29.98,$130
2017-09-30,39.77,$182
2017-12-31,24.69,$166
2018-03-31,19.27,$157
2018-06-30,19.03,$156
2018-09-30,17.61,$151
2018-12-31,19.88,$147
2019-03-31,19.84,$140
2019-06-30,17.67,$142
2019-09-30,20.63,$148
2019-12-31,22.7,$167
2020-03-31,21.24,$166
2020-06-30,24.72,$161
2020-09-30,22.11,$162
2020-12-31,20.05,$156
2021-03-31,21.47,$152
2021-06-30,18.39,$154
2021-09-30,16.62,$153
2021-12-31,16.77,$148
2022-03-31,13.51,$151
2022-07-08,13.47,$151
