Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,28.83,$146
2010-03-31,23.93,$165
2010-06-30,17.68,$192
2010-09-30,17.28,$190
2010-12-31,19.56,$197
2011-03-31,19.55,$218
2011-06-30,19.86,$235
2011-09-30,12.84,$227
2011-12-31,15.07,$216
2012-03-31,19.91,$234
2012-06-30,17.75,$268
2012-09-30,19.47,$256
2012-12-31,18.54,$254
2013-03-31,18.96,$269
2013-06-30,18.28,$286
2013-09-30,19.63,$277
2013-12-31,20.59,$272
2014-03-31,19.94,$290
2014-06-30,20.01,$323
2014-09-30,18.35,$303
2014-12-31,19.74,$306
2015-03-31,16.36,$306
2015-06-30,11.07,$335
2015-09-30,10.7,$319
2015-12-31,11.28,$326
2016-03-31,14.28,$305
2016-06-30,21.49,$348
2016-09-30,19.69,$327
2016-12-31,108.84,$349
2017-03-31,82.94,$341
2017-06-30,66.11,$379
2017-09-30,61.25,$380
2017-12-31,29.36,$375
2018-03-31,27.08,$406
2018-06-30,26.04,$425
2018-09-30,25.13,$416
2018-12-31,20.23,$406
2019-03-31,23.78,$405
2019-06-30,24.17,$428
2019-09-30,22.82,$401
2019-12-31,25.09,$412
2020-03-31,24.7,$374
2020-06-30,29.71,$367
2020-09-30,34.38,$439
2020-12-31,37.04,$470
2021-03-31,33.43,$454
2021-06-30,29.06,$507
2021-09-30,27.68,$487
2021-12-31,31.6,$540
2022-03-31,27.73,$494
2022-07-08,24.18,$494
