Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,20.8,"$15,683"
2010-03-31,19.76,"$13,499"
2010-06-30,17.44,"$15,700"
2010-09-30,16.01,"$20,343"
2010-12-31,15.4,"$26,741"
2011-03-31,14.2,"$24,667"
2011-06-30,11.36,"$28,571"
2011-09-30,11.78,"$28,270"
2011-12-31,9.86,"$46,333"
2012-03-31,12.5,"$39,186"
2012-06-30,11.74,"$35,023"
2012-09-30,12.97,"$35,966"
2012-12-31,10.41,"$54,512"
2013-03-31,9.17,"$43,603"
2013-06-30,8.65,"$35,323"
2013-09-30,10.58,"$37,472"
2013-12-31,12.3,"$57,594"
2014-03-31,11.41,"$45,646"
2014-06-30,13.43,"$37,432"
2014-09-30,14.08,"$42,123"
2014-12-31,13.43,"$74,599"
2015-03-31,13.94,"$58,010"
2015-06-30,13.18,"$49,605"
2015-09-30,10.93,"$51,501"
2015-12-31,10.26,"$75,872"
2016-03-31,11.19,"$50,557"
2016-06-30,10.37,"$42,358"
2016-09-30,12.76,"$46,852"
2016-12-31,13.02,"$78,351"
2017-03-31,15.84,"$52,896"
2017-06-30,15.49,"$45,408"
2017-09-30,15.92,"$52,579"
2017-12-31,16.59,"$88,293"
2018-03-31,15.51,"$61,137"
2018-06-30,16.13,"$53,265"
2018-09-30,18.35,"$62,900"
2018-12-31,12.56,"$84,310"
2019-03-31,15.53,"$58,015"
2019-06-30,16.47,"$53,809"
2019-09-30,18.52,"$64,040"
2019-12-31,22.79,"$91,819"
2020-03-31,19.65,"$58,313"
2020-06-30,27.4,"$59,685"
2020-09-30,35.15,"$64,698"
2020-12-31,35.62,"$111,439"
2021-03-31,27.22,"$89,584"
2021-06-30,26.65,"$81,434"
2021-09-30,25.07,"$83,360"
2021-12-31,29.32,"$123,945"
2022-03-31,28.3,"$97,278"
2022-07-08,23.87,"$97,278"
