Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,8.11,"$25,477"
2010-03-31,6.84,"$27,559"
2010-06-30,5.26,"$29,624"
2010-09-30,5.38,"$30,881"
2010-12-31,5.84,"$32,388"
2011-03-31,6.24,"$32,602"
2011-06-30,5.17,"$38,234"
2011-09-30,3.96,"$38,826"
2011-12-31,5.15,"$36,253"
2012-03-31,5.96,"$37,410"
2012-06-30,7.05,"$34,659"
2012-09-30,9.6,"$36,374"
2012-12-31,7.53,"$35,660"
2013-03-31,7.31,"$36,345"
2013-06-30,4.36,"$35,569"
2013-09-30,5.58,"$33,955"
2013-12-31,5.43,"$35,593"
2014-03-31,6.09,"$34,494"
2014-06-30,7.54,"$36,910"
2014-09-30,7.48,"$38,844"
2014-12-31,0.0,"$33,409"
2015-03-31,0.0,"$25,967"
2015-06-30,0.0,"$26,021"
2015-09-30,0.0,"$23,179"
2015-12-31,0.0,"$22,147"
2016-03-31,0.0,"$17,989"
2016-06-30,0.0,"$20,320"
2016-09-30,0.0,"$21,693"
2016-12-31,0.0,"$21,403"
2017-03-31,0.0,"$21,737"
2017-06-30,0.0,"$20,823"
2017-09-30,18.75,"$22,700"
2017-12-31,0.0,"$23,567"
2018-03-31,108.54,"$22,958"
2018-06-30,13.35,"$20,753"
2018-09-30,11.01,"$22,547"
2018-12-31,8.25,"$18,380"
2019-03-31,11.81,"$18,803"
2019-06-30,8.79,"$18,502"
2019-09-30,7.61,$19
2019-12-31,8.97,"$39,265"
2020-03-31,0.0,"$17,143"
2020-09-30,0.0,"$13,148"
2021-03-31,0.0,"$15,698"
2021-06-30,0.0,"$20,982"
2021-09-30,3.8,"$23,255"
2021-12-31,4.39,"$23,255"
2022-03-31,3.7,"$27,189"
2022-07-08,3.39,"$27,189"
