Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,16.82,$368
2010-03-31,13.41,$459
2010-06-30,30.38,$530
2010-09-30,29.45,$573
2010-12-31,25.05,$474
2011-03-31,16.55,$583
2011-06-30,12.54,$672
2011-09-30,7.83,$715
2011-12-31,8.97,$662
2012-03-31,9.5,$738
2012-06-30,7.69,$822
2012-09-30,10.11,$879
2012-12-31,11.24,$877
2013-03-31,13.31,$903
2013-06-30,14.12,"$1,009"
2013-09-30,17.92,"$1,069"
2013-12-31,15.91,"$1,025"
2014-03-31,14.93,"$1,078"
2014-06-30,19.02,"$1,222"
2014-09-30,14.91,"$1,297"
2014-12-31,15.45,"$1,793"
2015-03-31,15.96,"$1,789"
2015-06-30,16.82,"$1,997"
2015-09-30,15.29,"$2,085"
2015-12-31,14.57,"$1,993"
2016-03-31,11.92,"$1,983"
2016-06-30,9.62,"$2,133"
2016-09-30,12.1,"$2,270"
2016-12-31,11.94,"$2,292"
2017-03-31,9.99,"$2,236"
2017-06-30,10.88,"$2,467"
2017-09-30,14.05,"$2,680"
2017-12-31,11.21,"$2,703"
2018-03-31,9.89,"$2,660"
2018-06-30,9.03,"$3,097"
2018-09-30,6.66,"$3,092"
2018-12-31,6.84,"$2,973"
2019-03-31,8.07,"$2,850"
2019-06-30,10.2,"$3,222"
2019-09-30,11.59,"$3,332"
2019-12-31,12.51,"$3,269"
2020-03-31,7.26,"$2,804"
2020-06-30,12.63,"$2,759"
2020-09-30,14.98,"$3,620"
2020-12-31,15.12,"$3,942"
2021-03-31,16.82,"$4,343"
2021-06-30,11.24,"$6,009"
2021-09-30,9.38,"$6,170"
2021-12-31,8.17,"$6,309"
2022-03-31,7.14,"$6,705"
2022-07-08,6.7,"$6,705"
