Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,10.74,"$8,761"
2010-03-31,13.2,"$6,934"
2010-06-30,10.72,"$7,573"
2010-09-30,14.85,"$7,903"
2010-12-31,14.8,"$9,179"
2011-03-31,14.76,"$8,402"
2011-06-30,14.76,"$9,680"
2011-09-30,9.71,"$9,337"
2011-12-31,10.32,"$10,571"
2012-03-31,11.11,"$8,907"
2012-06-30,9.94,"$9,663"
2012-09-30,11.48,"$9,745"
2012-12-31,13.84,"$11,021"
2013-03-31,15.28,"$9,715"
2013-06-30,14.52,"$10,225"
2013-09-30,15.44,"$10,535"
2013-12-31,17.81,"$11,373"
2014-03-31,18.04,"$9,471"
2014-06-30,16.83,"$10,190"
2014-09-30,16.99,"$9,823"
2014-12-31,15.05,"$10,346"
2015-03-31,14.94,"$8,555"
2015-06-30,14.99,"$9,165"
2015-09-30,13.4,"$8,519"
2015-12-31,16.73,"$9,242"
2016-03-31,18.76,"$7,903"
2016-06-30,20.9,"$8,677"
2016-09-30,23.42,"$8,255"
2016-12-31,18.58,"$8,993"
2017-03-31,18.43,"$7,854"
2017-06-30,19.35,"$8,454"
2017-09-30,19.23,"$8,724"
2017-12-31,21.85,$164
2018-03-31,20.75,"$6,441"
2018-06-30,18.2,"$6,731"
2018-09-30,19.57,"$7,095"
2018-12-31,16.21,"$7,395"
2019-03-31,16.41,"$6,847"
2019-06-30,25.52,"$7,171"
2019-09-30,26.56,"$6,892"
2019-12-31,32.52,"$7,068"
2020-03-31,27.26,"$6,216"
2020-06-30,29.69,"$6,154"
2020-09-30,9.2,"$6,582"
2020-12-31,10.9,"$7,182"
2021-03-31,11.87,"$6,901"
2021-06-30,12.17,"$7,449"
2021-09-30,36.11,"$7,028"
2021-12-31,16.38,"$7,567"
2022-03-31,13.88,"$6,965"
2022-07-08,11.55,"$6,965"
