Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,0.0,$440
2010-03-31,42.38,$478
2010-06-30,13.31,$559
2010-09-30,10.36,$682
2010-12-31,7.77,$766
2011-03-31,7.37,$834
2011-06-30,5.29,$892
2011-09-30,4.82,$796
2011-12-31,6.72,$642
2012-03-31,7.65,$841
2012-06-30,6.92,$892
2012-09-30,7.29,$721
2012-12-31,7.42,$673
2013-03-31,8.75,$729
2013-06-30,11.22,$720
2013-09-30,12.91,$658
2013-12-31,12.93,$705
2014-03-31,13.05,$832
2014-06-30,13.93,$734
2014-09-30,16.29,$643
2014-12-31,23.33,$676
2015-03-31,23.15,$738
2015-06-30,21.32,$756
2015-09-30,17.37,$643
2015-12-31,18.04,$710
2016-03-31,17.47,$712
2016-06-30,14.4,$919
2016-09-30,12.5,$751
2016-12-31,12.81,$877
2017-03-31,14.3,$914
2017-06-30,14.1,$939
2017-09-30,14.8,$970
2017-12-31,23.22,$976
2018-03-31,22.39,"$1,021"
2018-06-30,18.7,"$1,070"
2018-09-30,16.25,"$1,093"
2018-12-31,9.23,"$1,120"
2019-03-31,13.47,"$1,097"
2019-06-30,14.97,"$1,258"
2019-09-30,21.39,"$1,413"
2019-12-31,24.08,"$1,509"
2020-03-31,21.75,"$1,424"
2020-06-30,24.65,"$1,460"
2020-09-30,23.07,"$1,539"
2020-12-31,29.05,"$1,651"
2021-03-31,27.32,"$1,804"
2021-06-30,23.93,"$1,804"
2021-09-30,18.78,"$2,084"
2021-12-31,22.0,"$2,353"
2022-03-31,17.71,"$2,289"
2022-07-08,15.38,"$2,289"
