Date,PE Ratio,Revenue_Amount(Millions)
2013-06-30,24.37,"$1,019"
2013-09-30,16.12,$968
2013-12-31,13.27,"$1,051"
2014-03-31,14.01,"$1,158"
2014-06-30,17.13,"$1,111"
2014-09-30,16.52,"$1,065"
2014-12-31,31.42,"$1,108"
2015-03-31,28.91,"$1,202"
2015-06-30,23.87,"$1,100"
2015-09-30,16.03,"$1,027"
2015-12-31,15.39,"$1,049"
2016-03-31,18.83,"$1,164"
2016-06-30,34.19,"$1,079"
2016-09-30,29.99,"$1,005"
2016-12-31,47.68,"$1,013"
2017-03-31,39.04,"$1,155"
2017-06-30,22.02,"$1,036"
2017-09-30,21.43,$956
2017-12-31,20.52,"$1,076"
2018-03-31,18.37,"$1,116"
2018-06-30,16.17,"$1,032"
2018-09-30,16.13,$965
2018-12-31,15.3,"$1,013"
2019-03-31,17.41,"$1,128"
2019-06-30,15.63,"$1,022"
2019-09-30,14.85,$967
2019-12-31,14.97,"$1,022"
2020-03-31,22.75,"$1,008"
2020-06-30,0.0,$578
2020-09-30,0.0,$771
2020-12-31,0.0,$813
2021-03-31,0.0,$987
2021-06-30,26.28,"$1,077"
2021-09-30,19.75,"$1,010"
2021-12-31,10.36,"$1,047"
2022-03-31,10.38,"$1,141"
2022-07-08,7.93,"$1,141"
