Date,PE Ratio,Revenue_Amount(Millions)
2009-11-30,9.24,"$4,035"
2010-02-28,9.64,"$3,589"
2010-05-31,10.56,"$3,529"
2010-08-31,10.45,"$3,533"
2010-11-30,9.91,"$4,067"
2011-02-28,10.04,"$3,646"
2011-05-31,10.15,"$3,634"
2011-08-31,10.09,"$3,848"
2011-11-30,11.86,"$4,624"
2012-02-29,11.51,"$4,120"
2012-05-31,11.54,"$4,066"
2012-08-31,10.98,"$4,051"
2012-11-30,10.89,"$4,882"
2013-02-28,12.3,"$4,431"
2013-05-31,12.34,"$4,411"
2013-08-31,13.61,"$4,373"
2013-11-30,13.92,"$4,876"
2014-02-28,13.71,"$4,377"
2014-05-31,14.64,"$4,284"
2014-08-31,15.14,"$4,268"
2014-11-30,16.84,"$4,712"
2015-02-28,17.9,"$4,351"
2015-05-31,22.18,"$4,299"
2015-08-31,21.1,"$4,208"
2015-11-30,18.87,"$4,425"
2016-02-29,19.14,"$4,002"
2016-05-31,18.19,"$3,928"
2016-08-31,20.81,"$3,908"
2016-11-30,18.51,"$4,112"
2017-02-28,18.35,"$3,793"
2017-05-31,16.95,"$3,807"
2017-08-31,15.94,"$3,769"
2017-11-30,17.46,"$4,199"
2018-02-28,11.49,"$3,882"
2018-05-31,9.98,"$3,890"
2018-08-31,11.1,"$4,094"
2018-11-30,10.84,"$4,411"
2019-02-28,16.43,"$4,198"
2019-05-31,15.3,"$4,162"
2019-08-31,15.72,"$4,003"
2019-11-30,14.01,"$4,421"
2020-02-29,12.99,"$4,180"
2020-05-31,16.48,"$5,023"
2020-08-31,16.04,"$4,364"
2020-11-30,14.75,"$4,719"
2021-02-28,12.74,"$4,520"
2021-05-31,16.0,"$4,524"
2021-08-31,14.88,"$4,540"
2021-11-30,16.65,"$5,024"
2022-02-28,17.72,"$4,538"
2022-05-31,22.59,"$4,891"
2022-07-08,24.61,"$4,891"
