Date,PE Ratio,Revenue_Amount(Millions)
2009-11-30,10.42,$874
2010-02-28,10.21,$884
2010-05-31,9.29,$900
2010-08-31,10.48,$918
2010-11-30,12.56,"$1,065"
2011-02-28,12.36,"$1,247"
2011-05-31,11.47,"$1,304"
2011-08-31,13.39,"$1,168"
2011-11-30,9.09,"$1,258"
2012-02-29,9.2,"$1,233"
2012-05-31,8.26,"$1,246"
2012-08-31,8.41,"$1,219"
2012-11-30,8.71,"$1,337"
2013-02-28,9.63,"$1,235"
2013-05-31,9.19,"$1,268"
2013-08-31,10.41,"$1,173"
2013-11-30,10.42,"$1,250"
2014-02-28,10.14,"$1,169"
2014-05-31,11.44,"$1,250"
2014-08-31,10.79,"$1,125"
2014-11-30,12.23,"$1,161"
2015-02-28,11.67,"$1,061"
2015-05-31,12.05,"$1,140"
2015-08-31,10.4,"$1,027"
2015-11-30,11.41,"$1,075"
2016-02-29,9.91,$829
2016-05-31,7.03,$987
2016-08-31,8.22,$794
2016-11-30,9.04,$995
2017-02-28,9.72,$938
2017-05-31,21.56,$973
2017-08-31,13.67,$792
2017-11-30,13.31,$996
2018-02-28,18.11,"$1,077"
2018-05-31,30.79,"$1,012"
2018-08-31,214.73,"$1,018"
2018-11-30,90.26,"$1,036"
2019-02-28,26.85,$988
2019-05-31,15.7,$988
2019-08-31,15.62,"$1,016"
2019-11-30,18.12,"$1,046"
2020-02-29,15.14,"$1,035"
2020-05-31,16.19,$939
2020-08-31,17.77,"$1,012"
2020-11-30,16.58,"$1,041"
2021-02-28,15.27,"$1,088"
2021-05-31,20.61,"$1,109"
2021-08-31,18.58,"$1,107"
2021-11-30,17.66,"$1,103"
2022-02-28,18.77,"$1,069"
2022-05-31,27.66,"$1,059"
2022-07-08,27.4,"$1,059"
