Date,PE Ratio,Revenue_Amount(Millions)
2013-12-31,14.51,"$5,111"
2014-03-31,14.18,"$4,563"
2014-06-30,15.59,"$4,926"
2014-09-30,18.1,"$5,019"
2014-12-31,43.6,"$5,452"
2015-03-31,38.6,"$5,040"
2015-06-30,39.35,"$5,475"
2015-09-30,23.93,"$5,944"
2015-12-31,14.25,"$6,400"
2016-03-31,13.05,"$5,958"
2016-06-30,13.67,"$6,452"
2016-09-30,13.17,"$6,432"
2016-12-31,13.46,"$6,796"
2017-03-31,13.3,"$6,538"
2017-06-30,14.18,"$6,944"
2017-09-30,17.36,"$6,995"
2017-12-31,23.77,"$7,739"
2018-03-31,19.42,"$7,934"
2018-06-30,18.87,"$8,278"
2018-09-30,16.24,"$8,236"
2018-12-31,21.63,"$8,305"
2019-03-31,19.64,"$7,828"
2019-06-30,23.04,"$8,255"
2019-09-30,30.53,"$8,479"
2019-12-31,14.89,"$8,704"
2020-03-31,12.13,"$8,619"
2020-06-30,19.06,"$10,425"
2020-09-30,17.1,"$12,902"
2020-12-31,35.07,"$13,858"
2021-03-31,36.21,"$13,010"
2021-06-30,29.11,"$13,959"
2021-09-30,24.89,"$14,342"
2021-12-31,20.59,"$14,886"
2022-03-31,23.05,"$13,538"
2022-07-08,21.93,"$13,538"
